#entity	document	start	end	text	comment
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5272	242	245	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5272	980	983	rat	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5273	93	98	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5273	526	531	mouse	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5279	561	565	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5280	268	271	rat	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5282	994	998	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5283	545	550	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5284	94	97	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5284	733	736	rat	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5288	82	86	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5288	339	343	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5288	755	759	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5289	211	215	rats	
species:ncbi:9685	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5289	226	230	cats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5289	378	382	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5291	142	146	rats	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5292	478	482	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5293	56	61	human	
species:ncbi:83558	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5293	634	654	Chlamydia pneumoniae	
species:ncbi:83558	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5293	839	852	C. pneumoniae	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5293	909	914	human	
species:ncbi:10368?0.8761061946902655	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5293	931	936	HHV-6	
species:ncbi:83558	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5293	1100	1113	C. pneumoniae	group: 0, valid: true
species:ncbi:10368?0.8761061946902655	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5293	1118	1123	HHV-6	group: 0, valid: true
species:ncbi:83558	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5293	1244	1257	C. pneumoniae	
species:ncbi:10368?0.8761061946902655	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5293	1277	1282	HHV-6	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5294	73	76	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5294	273	276	rat	
species:ncbi:12618?0.27300613496932513|species:ncbi:10537?0.03374233128834356	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5295	887	890	CAV	
species:ncbi:12618?0.27300613496932513|species:ncbi:10537?0.03374233128834356	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5295	1035	1038	CAV	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5296	94	99	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5296	973	978	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5296	1490	1494	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5302	81	85	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5302	570	589	Sprague-Dawley rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5303	140	143	rat	
species:ncbi:355332	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5303	182	201	Polygala tenuifolia	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5303	358	364	humans	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5303	469	473	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5303	611	615	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5303	673	677	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5303	1229	1232	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5303	1411	1414	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5303	1504	1508	rats	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5304	0	4	Mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5304	318	322	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5304	504	508	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5304	655	659	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5304	1069	1073	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5308	114	118	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5308	122	126	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5308	581	585	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5308	748	752	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5308	770	774	Mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5308	923	927	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5308	960	964	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5308	1334	1338	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5308	1371	1375	mice	
species:ncbi:10095	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5308	1504	1508	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5309	577	581	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5311	540	545	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5311	629	634	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5311	1159	1163	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5313	533	538	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5313	1377	1382	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5313	1430	1435	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5313	1590	1594	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5313	1623	1628	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5313	1724	1729	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5314	60	65	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5316	64	67	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5316	295	298	rat	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5318	878	882	mice	
species:ncbi:562	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5323	664	680	Escherichia coli	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5323	784	787	rat	
species:ncbi:272636	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5326	272	294	adeno-associated virus	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5326	409	412	rat	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5326	864	869	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5327	87	92	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5327	345	348	rat	
species:ncbi:10535	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5327	381	391	adenovirus	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5327	416	421	Human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5327	507	512	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5327	768	772	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5327	1121	1125	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5327	1165	1169	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5327	1328	1332	rats	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5330	64	69	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5330	1446	1451	human	
species:ncbi:6523	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5331	121	138	Lymnaea stagnalis	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5336	85	90	mouse	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5336	405	410	mouse	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5339	595	600	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5341	224	227	Rat	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5345	61	76	transgenic mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5345	436	440	mice	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5345	520	525	human	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5345	704	708	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5345	1107	1111	mice	
species:ncbi:10090	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5345	1387	1391	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5348	68	71	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5348	481	484	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5348	1251	1254	rat	
species:ncbi:10141	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5352	131	142	guinea pigs	
species:ncbi:10141	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5352	812	823	guinea pigs	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5358	70	73	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5358	510	513	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5358	713	716	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5359	189	193	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5362	81	84	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5362	377	381	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5362	463	467	rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5363	117	128	Wistar rats	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5363	812	823	Wistar rats	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5369	93	98	human	
species:ncbi:9606	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5369	131	136	human	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5372	112	115	rat	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5372	250	253	rat	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5375	152	156	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5375	834	838	mice	
species:ncbi:10095?0.6245074762404008|species:ncbi:10090?0.3754925237595992	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5375	1244	1248	mice	
species:ncbi:10116	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5375	1284	1287	rat	
species:ncbi:1313	file.---Users-erickpeirson-Model-Organisms-in-Neuroscience-data-RDF-JournalofNeuroscienceResearch.rdf#item_5377	35	59	Streptococcus pneumoniae	
